job_id,title,company_type,location,job_type,source,salary_lpa,experience_years,skills,posted_date
J1218,UI/UX Designer,Mid-size,Hyderabad,Full-time,Naukri,6.3,1,User Research;Adobe XD;Wireframing;Figma;Prototyping,2026-06-08
J1219,Full Stack Developer,Mid-size,Bengaluru,Internship,Wellfound,9.0,1,SQL;TypeScript;MongoDB;Node.js;AWS,2026-02-15
J1220,Frontend Developer,Enterprise,Remote,Full-time,Naukri,3.2,5,Redux;JavaScript;CSS,2026-08-27
J1221,UI/UX Designer,Mid-size,Mumbai,Full-time,LinkedIn,4.3,1,Wireframing;Adobe XD,2026-03-16
J1222,Frontend Developer,Enterprise,Hyderabad,Full-time,Indeed,7.2,0,Tailwind;TypeScript;HTML;React;CSS,2026-04-25
J1223,UI/UX Designer,Startup,Mumbai,Full-time,Indeed,6.4,4,User Research;Wireframing;Figma;Adobe XD,2026-03-05
J1224,Frontend Developer,Enterprise,Delhi NCR,Full-time,Naukri,4.3,3,CSS;Tailwind;HTML,2026-03-08
J1225,DevOps Engineer,Mid-size,Remote,Full-time,LinkedIn,11.4,0,Docker;Kubernetes;AWS,2026-05-09
J1226,Full Stack Developer,Startup,Pune,Full-time,LinkedIn,10.1,5,SQL;React;MongoDB;AWS;TypeScript,2026-03-29
J1227,Frontend Developer,Enterprise,Bengaluru,Internship,Indeed,7.4,1,HTML;JavaScript;TypeScript;CSS,2026-08-06
J1228,Data Analyst,Enterprise,Bengaluru,Full-time,Wellfound,3.1,1,Tableau;Power BI;Pandas;Python;SQL,2026-03-01
J1229,DevOps Engineer,Mid-size,Delhi NCR,Internship,LinkedIn,5.7,1,AWS;Terraform;Kubernetes,2026-02-24
J1230,Data Analyst,Enterprise,Chennai,Full-time,Wellfound,6.0,4,Power BI;SQL;Excel;Python,2026-01-30
J1231,UI/UX Designer,Enterprise,Delhi NCR,Full-time,Wellfound,3.4,1,User Research;Figma;Wireframing,2026-04-28
J1232,Full Stack Developer,Mid-size,Delhi NCR,Full-time,Wellfound,6.0,4,TypeScript;Node.js;MongoDB,2026-01-30
J1233,DevOps Engineer,Enterprise,Bengaluru,Full-time,LinkedIn,10.9,0,AWS;Docker;CI/CD,2026-05-18
J1234,Backend Developer,Enterprise,Pune,Full-time,Naukri,6.9,5,Docker;Python;Node.js;AWS;REST APIs,2026-02-19
J1235,Full Stack Developer,Startup,Pune,Full-time,Wellfound,10.2,5,AWS;MongoDB;React;SQL,2026-01-09
J1236,Frontend Developer,Enterprise,Chennai,Full-time,Naukri,6.3,4,React;Redux;JavaScript;TypeScript,2026-03-10
J1237,UI/UX Designer,Mid-size,Hyderabad,Internship,Wellfound,8.0,1,Prototyping;User Research;Wireframing;Adobe XD;Figma,2026-01-09
J1238,Data Scientist,Startup,Chennai,Full-time,Wellfound,9.8,1,SQL;Statistics;TensorFlow,2026-02-05
J1239,Data Scientist,Startup,Remote,Internship,Indeed,12.9,1,Statistics;Machine Learning,2026-03-10
J1240,Backend Developer,Startup,Delhi NCR,Full-time,Wellfound,8.0,2,PostgreSQL;Docker;REST APIs;AWS,2026-02-07
J1241,Frontend Developer,Mid-size,Pune,Full-time,Indeed,5.2,5,TypeScript;HTML,2026-06-12
J1242,Frontend Developer,Enterprise,Remote,Full-time,Naukri,8.1,4,JavaScript;CSS,2026-08-11
J1243,UI/UX Designer,Mid-size,Hyderabad,Full-time,Wellfound,3.7,5,User Research;Figma;Wireframing;Adobe XD;Prototyping,2026-02-24
J1244,Frontend Developer,Mid-size,Pune,Part-time,Wellfound,9.0,1,Redux;TypeScript;JavaScript,2026-02-01
J1245,UI/UX Designer,Startup,Mumbai,Full-time,LinkedIn,7.5,1,Figma;Wireframing;User Research;Prototyping,2026-08-27
J1246,DevOps Engineer,Mid-size,Mumbai,Internship,LinkedIn,8.3,1,Linux;Kubernetes;CI/CD,2026-06-29
J1247,Frontend Developer,Startup,Remote,Full-time,LinkedIn,3.4,4,React;Redux;Tailwind;HTML,2026-01-03
J1248,Full Stack Developer,Startup,Hyderabad,Internship,Indeed,9.5,1,React;AWS;MongoDB;SQL,2026-04-05
J1249,DevOps Engineer,Mid-size,Delhi NCR,Full-time,LinkedIn,7.9,5,Kubernetes;Docker;Linux;CI/CD;AWS,2026-02-12
J1250,Data Scientist,Mid-size,Remote,Full-time,LinkedIn,7.2,0,Machine Learning;TensorFlow;SQL;Pandas;Python,2026-07-06
J1251,UI/UX Designer,Startup,Pune,Full-time,Naukri,4.5,0,Prototyping;Wireframing;Adobe XD;Figma,2026-08-05
J1252,Backend Developer,Enterprise,Remote,Full-time,LinkedIn,6.2,4,REST APIs;AWS,2026-05-08
J1253,Data Analyst,Mid-size,Remote,Internship,LinkedIn,3.3,2,Python;SQL;Power BI,2026-04-04
J1254,UI/UX Designer,Enterprise,Delhi NCR,Internship,Wellfound,5.0,1,User Research;Figma;Prototyping;Wireframing,2026-04-12
J1255,Data Scientist,Startup,Pune,Full-time,Wellfound,11.7,0,SQL;Pandas;Machine Learning,2026-08-24
J1256,Frontend Developer,Mid-size,Bengaluru,Full-time,LinkedIn,7.0,1,React;Tailwind,2026-03-04
J1257,DevOps Engineer,Startup,Pune,Full-time,Wellfound,10.8,2,Kubernetes;AWS,2026-02-05
J1258,Backend Developer,Enterprise,Remote,Internship,LinkedIn,9.6,2,AWS;Node.js;SQL;PostgreSQL,2026-07-11
J1259,Data Analyst,Startup,Pune,Full-time,LinkedIn,4.3,0,Power BI;SQL;Python;Excel,2026-04-27
J1260,Data Scientist,Startup,Bengaluru,Full-time,LinkedIn,6.2,0,TensorFlow;Pandas,2026-01-01
J1261,Backend Developer,Mid-size,Remote,Full-time,Naukri,8.0,0,AWS;PostgreSQL;Node.js,2026-03-24
J1262,Backend Developer,Mid-size,Bengaluru,Full-time,LinkedIn,9.9,3,Node.js;AWS,2026-02-27
J1263,Data Analyst,Startup,Bengaluru,Internship,Naukri,4.2,3,Power BI;Tableau;Python;Excel,2026-01-03
J1264,Data Scientist,Startup,Bengaluru,Full-time,LinkedIn,7.8,0,SQL;Python;Pandas,2026-07-14
J1265,UI/UX Designer,Startup,Bengaluru,Part-time,Wellfound,7.8,1,User Research;Figma;Wireframing;Adobe XD,2026-07-08
J1266,UI/UX Designer,Enterprise,Remote,Full-time,Naukri,5.9,1,Wireframing;Figma;User Research;Adobe XD;Prototyping,2026-05-14
J1267,DevOps Engineer,Mid-size,Bengaluru,Full-time,Naukri,9.9,3,AWS;CI/CD;Terraform,2026-02-03
J1268,Backend Developer,Startup,Delhi NCR,Full-time,LinkedIn,5.2,5,SQL;Docker;Node.js,2026-01-20
J1269,Data Scientist,Mid-size,Hyderabad,Full-time,LinkedIn,6.3,2,Statistics;TensorFlow;Python,2026-04-02
J1270,Backend Developer,Startup,Bengaluru,Full-time,LinkedIn,7.6,2,SQL;Python;Node.js;Docker,2026-08-02
J1271,UI/UX Designer,Startup,Pune,Internship,LinkedIn,3.1,1,Prototyping;Adobe XD;Wireframing,2026-04-26
J1272,Full Stack Developer,Enterprise,Mumbai,Contract,LinkedIn,12.0,1,MongoDB;TypeScript,2026-06-25
J1273,UI/UX Designer,Mid-size,Bengaluru,Part-time,LinkedIn,7.6,4,Wireframing;Adobe XD,2026-02-02
J1274,Frontend Developer,Startup,Hyderabad,Contract,LinkedIn,5.7,1,React;HTML;Redux;JavaScript;TypeScript,2026-04-08
J1275,Full Stack Developer,Enterprise,Pune,Full-time,LinkedIn,7.9,1,MongoDB;AWS;React;Node.js;SQL,2026-05-08
J1276,Data Analyst,Mid-size,Remote,Full-time,LinkedIn,3.9,3,Power BI;Python;SQL;Pandas;Tableau,2026-05-20
J1277,UI/UX Designer,Enterprise,Remote,Part-time,LinkedIn,6.3,2,Adobe XD;Figma;Wireframing;Prototyping,2026-05-01
J1278,Full Stack Developer,Startup,Bengaluru,Full-time,Naukri,7.5,0,MongoDB;SQL;Node.js,2026-08-28
J1279,Data Scientist,Enterprise,Hyderabad,Full-time,LinkedIn,6.9,1,Python;TensorFlow;Pandas;Statistics;Machine Learning,2026-02-18
J1280,Data Scientist,Mid-size,Delhi NCR,Contract,Naukri,7.6,0,Machine Learning;TensorFlow;Statistics,2026-02-21
J1281,UI/UX Designer,Startup,Hyderabad,Part-time,LinkedIn,3.5,2,User Research;Prototyping;Figma;Wireframing,2026-01-29
J1282,UI/UX Designer,Enterprise,Hyderabad,Internship,Wellfound,7.4,3,Prototyping;Adobe XD;Wireframing;User Research;Figma,2026-06-13
J1283,Backend Developer,Enterprise,Remote,Full-time,Indeed,10.8,0,Python;AWS,2026-02-15
J1284,Full Stack Developer,Enterprise,Pune,Part-time,LinkedIn,10.2,1,SQL;MongoDB;Node.js,2026-08-24
J1285,DevOps Engineer,Enterprise,Mumbai,Internship,LinkedIn,5.1,1,Kubernetes;Docker,2026-08-15
J1286,Full Stack Developer,Enterprise,Bengaluru,Full-time,Naukri,11.8,4,TypeScript;MongoDB,2026-03-07
J1287,Full Stack Developer,Startup,Chennai,Internship,Wellfound,10.3,1,Node.js;TypeScript;React;AWS;MongoDB,2026-05-20
J1288,Frontend Developer,Startup,Bengaluru,Full-time,LinkedIn,7.4,0,TypeScript;HTML;Redux;CSS,2026-03-23
J1289,DevOps Engineer,Enterprise,Bengaluru,Contract,LinkedIn,5.7,1,Kubernetes;CI/CD;AWS;Linux;Terraform,2026-01-08
J1290,Full Stack Developer,Startup,Hyderabad,Full-time,Wellfound,5.4,0,TypeScript;React,2026-03-02
J1291,Full Stack Developer,Startup,Bengaluru,Full-time,Wellfound,11.8,5,React;SQL;TypeScript;Node.js;AWS,2026-07-30
J1292,DevOps Engineer,Enterprise,Pune,Full-time,Indeed,7.6,5,Docker;AWS,2026-03-09
J1293,Data Analyst,Startup,Chennai,Full-time,LinkedIn,6.5,0,SQL;Excel;Tableau;Power BI,2026-04-30
J1294,Backend Developer,Mid-size,Chennai,Full-time,Wellfound,10.1,5,AWS;Python,2026-05-22
J1295,Data Analyst,Mid-size,Remote,Internship,Wellfound,7.5,1,SQL;Tableau,2026-03-18
J1296,Backend Developer,Startup,Bengaluru,Full-time,Indeed,7.0,1,REST APIs;AWS;SQL,2026-02-12
J1297,Full Stack Developer,Startup,Hyderabad,Full-time,LinkedIn,6.9,5,React;AWS,2026-08-22
J1298,Data Scientist,Startup,Hyderabad,Full-time,Wellfound,11.1,0,Python;TensorFlow;Statistics;Machine Learning;SQL,2026-05-14
J1299,Data Analyst,Enterprise,Pune,Full-time,LinkedIn,4.4,1,Power BI;Pandas;Tableau;SQL;Python,2026-03-09
J1300,Full Stack Developer,Startup,Delhi NCR,Part-time,Indeed,5.1,2,SQL;MongoDB;TypeScript,2026-06-26
J1301,UI/UX Designer,Startup,Bengaluru,Part-time,Wellfound,7.1,2,Wireframing;Figma,2026-06-28
J1302,Backend Developer,Mid-size,Delhi NCR,Internship,Indeed,9.7,1,Node.js;SQL;AWS,2026-04-24
J1303,Data Analyst,Startup,Bengaluru,Contract,Naukri,4.2,5,SQL;Excel,2026-02-04
J1304,DevOps Engineer,Mid-size,Chennai,Full-time,Wellfound,5.9,0,Kubernetes;AWS;CI/CD;Linux,2026-02-20
J1305,Data Analyst,Enterprise,Pune,Full-time,Naukri,4.3,0,Excel;SQL;Tableau;Power BI;Pandas,2026-02-15
J1306,UI/UX Designer,Startup,Mumbai,Full-time,LinkedIn,5.0,0,Figma;Wireframing;Adobe XD,2026-05-27
J1307,DevOps Engineer,Startup,Bengaluru,Internship,LinkedIn,11.8,2,CI/CD;Terraform,2026-02-14
J1308,UI/UX Designer,Mid-size,Bengaluru,Full-time,Wellfound,6.1,0,Figma;User Research;Wireframing;Prototyping;Adobe XD,2026-03-31
J1309,DevOps Engineer,Startup,Hyderabad,Full-time,LinkedIn,6.9,2,Kubernetes;Terraform;Linux;Docker;CI/CD,2026-01-28
J1310,DevOps Engineer,Enterprise,Bengaluru,Full-time,LinkedIn,11.3,4,CI/CD;Docker;Kubernetes,2026-03-23
J1311,Full Stack Developer,Enterprise,Pune,Internship,Indeed,9.7,2,Node.js;AWS;MongoDB,2026-07-05
J1312,Full Stack Developer,Startup,Delhi NCR,Internship,Wellfound,11.4,3,MongoDB;React;Node.js;TypeScript;AWS,2026-01-25
J1313,DevOps Engineer,Mid-size,Delhi NCR,Full-time,LinkedIn,7.1,0,CI/CD;Docker;Linux;Kubernetes,2026-08-12
J1314,Backend Developer,Enterprise,Hyderabad,Full-time,LinkedIn,10.0,1,Python;SQL,2026-05-09
J1315,Data Analyst,Startup,Hyderabad,Internship,Naukri,5.4,1,Excel;SQL;Power BI;Python;Pandas,2026-05-26
J1316,Backend Developer,Enterprise,Delhi NCR,Full-time,Naukri,4.6,4,PostgreSQL;Docker;REST APIs,2026-07-14
J1317,Data Analyst,Startup,Bengaluru,Full-time,LinkedIn,3.1,3,Power BI;Python;SQL;Excel;Tableau,2026-05-03
J1318,DevOps Engineer,Startup,Delhi NCR,Full-time,LinkedIn,7.7,2,Kubernetes;Docker;Linux,2026-07-07
J1319,Full Stack Developer,Enterprise,Pune,Full-time,Wellfound,9.8,1,SQL;TypeScript;MongoDB;React;AWS,2026-03-16
J1320,UI/UX Designer,Startup,Bengaluru,Part-time,LinkedIn,3.1,1,Figma;User Research,2026-04-14
J1321,DevOps Engineer,Mid-size,Chennai,Full-time,Wellfound,5.3,0,Terraform;Docker,2026-06-16
J1322,DevOps Engineer,Startup,Mumbai,Full-time,LinkedIn,8.8,5,Terraform;Kubernetes,2026-08-03
J1323,Backend Developer,Mid-size,Hyderabad,Full-time,Wellfound,8.4,1,Docker;Node.js,2026-06-27
J1324,Data Scientist,Mid-size,Bengaluru,Full-time,LinkedIn,6.6,2,TensorFlow;Machine Learning,2026-07-04
J1325,Full Stack Developer,Mid-size,Bengaluru,Full-time,Indeed,9.8,5,SQL;Node.js;React;TypeScript;MongoDB,2026-06-30
J1326,Frontend Developer,Startup,Remote,Internship,LinkedIn,7.3,2,Redux;JavaScript;CSS;TypeScript;Tailwind,2026-08-02
J1327,Data Analyst,Startup,Chennai,Contract,LinkedIn,6.4,4,Pandas;SQL,2026-01-13
J1328,Frontend Developer,Startup,Chennai,Full-time,LinkedIn,5.1,5,HTML;TypeScript,2026-08-06
J1329,DevOps Engineer,Mid-size,Bengaluru,Full-time,Indeed,6.9,4,Terraform;CI/CD;Linux;AWS,2026-01-24
J1330,UI/UX Designer,Startup,Delhi NCR,Full-time,Indeed,3.8,4,Adobe XD;Wireframing,2026-02-12
J1331,UI/UX Designer,Startup,Mumbai,Internship,Wellfound,7.3,1,Wireframing;Adobe XD;Figma;Prototyping;User Research,2026-05-26
J1332,Frontend Developer,Enterprise,Hyderabad,Internship,Naukri,7.6,1,Redux;TypeScript;HTML;React,2026-01-17
J1333,Data Analyst,Mid-size,Hyderabad,Full-time,LinkedIn,7.2,0,SQL;Python;Tableau,2026-06-19
J1334,UI/UX Designer,Startup,Delhi NCR,Full-time,LinkedIn,4.4,1,Adobe XD;Wireframing;Prototyping,2026-05-07
J1335,UI/UX Designer,Mid-size,Hyderabad,Full-time,LinkedIn,5.5,3,Figma;Wireframing,2026-03-02
J1336,DevOps Engineer,Startup,Hyderabad,Full-time,Wellfound,10.8,2,Linux;Terraform,2026-06-17
J1337,Backend Developer,Mid-size,Hyderabad,Full-time,LinkedIn,7.2,5,PostgreSQL;REST APIs;SQL;Docker;Node.js,2026-06-17
J1338,Frontend Developer,Startup,Hyderabad,Contract,Indeed,4.8,3,Redux;React;Tailwind,2026-07-14
J1339,Backend Developer,Enterprise,Delhi NCR,Full-time,LinkedIn,5.4,0,REST APIs;Docker;Python,2026-05-07
J1340,Data Analyst,Enterprise,Hyderabad,Internship,LinkedIn,6.2,0,Tableau;Pandas;Python,2026-07-31
J1341,Data Analyst,Enterprise,Remote,Contract,Wellfound,5.5,1,Pandas;Power BI,2026-01-02
J1342,Backend Developer,Startup,Hyderabad,Full-time,Indeed,7.5,4,Docker;AWS;Python,2026-07-07
J1343,Full Stack Developer,Mid-size,Pune,Full-time,Wellfound,9.9,2,MongoDB;AWS;SQL;TypeScript,2026-04-12
J1344,DevOps Engineer,Startup,Bengaluru,Internship,Naukri,11.4,1,Terraform;Kubernetes;AWS,2026-08-28
J1345,DevOps Engineer,Enterprise,Pune,Full-time,Naukri,7.9,2,CI/CD;Docker;Linux;Terraform,2026-01-30
J1346,Data Analyst,Enterprise,Bengaluru,Full-time,Naukri,7.9,2,Python;SQL,2026-02-07
J1347,DevOps Engineer,Startup,Delhi NCR,Full-time,Naukri,5.7,1,Terraform;Linux;CI/CD;Docker,2026-07-20
J1348,Data Scientist,Enterprise,Mumbai,Part-time,LinkedIn,12.7,3,TensorFlow;Python;Statistics;SQL,2026-07-20
J1349,Full Stack Developer,Startup,Remote,Internship,Wellfound,10.3,1,MongoDB;Node.js;SQL;AWS;React,2026-02-21
J1350,DevOps Engineer,Startup,Delhi NCR,Full-time,LinkedIn,7.0,2,Kubernetes;Terraform;AWS,2026-01-20
J1351,Frontend Developer,Enterprise,Remote,Full-time,Indeed,6.6,2,CSS;HTML;Redux;TypeScript;React,2026-03-26
J1352,UI/UX Designer,Enterprise,Bengaluru,Full-time,LinkedIn,5.5,4,Adobe XD;Wireframing;Figma;Prototyping,2026-07-01
J1353,Backend Developer,Enterprise,Hyderabad,Full-time,LinkedIn,9.3,5,AWS;PostgreSQL;Node.js,2026-08-15
J1354,Frontend Developer,Mid-size,Bengaluru,Full-time,Indeed,4.5,0,Redux;TypeScript;CSS;React,2026-06-21
J1355,Data Analyst,Startup,Remote,Contract,LinkedIn,7.0,5,Tableau;SQL;Excel;Pandas,2026-03-07
J1356,Backend Developer,Startup,Bengaluru,Part-time,Wellfound,4.1,0,Python;PostgreSQL,2026-03-24
J1357,DevOps Engineer,Enterprise,Hyderabad,Full-time,Wellfound,9.9,4,Terraform;Docker;Kubernetes,2026-07-18
J1358,Frontend Developer,Startup,Bengaluru,Full-time,Naukri,6.3,1,TypeScript;CSS;Redux;HTML,2026-04-28
J1359,DevOps Engineer,Mid-size,Bengaluru,Full-time,Wellfound,9.5,0,Terraform;Linux;Docker;AWS;CI/CD,2026-04-14
J1360,Full Stack Developer,Mid-size,Delhi NCR,Full-time,LinkedIn,10.4,5,TypeScript;MongoDB,2026-08-26
J1361,UI/UX Designer,Mid-size,Bengaluru,Full-time,Naukri,7.0,2,Prototyping;User Research,2026-06-19
J1362,DevOps Engineer,Startup,Pune,Full-time,LinkedIn,5.0,4,Linux;Terraform;Docker;Kubernetes,2026-08-16
J1363,Backend Developer,Startup,Hyderabad,Full-time,Wellfound,5.1,1,AWS;SQL;Python;Node.js,2026-07-11
J1364,Backend Developer,Enterprise,Pune,Full-time,LinkedIn,4.5,0,Python;PostgreSQL,2026-06-21
J1365,Data Scientist,Mid-size,Bengaluru,Full-time,LinkedIn,10.0,1,SQL;Pandas;TensorFlow;Machine Learning,2026-05-05
J1366,Data Scientist,Enterprise,Mumbai,Full-time,LinkedIn,7.5,4,Machine Learning;Python;SQL;TensorFlow,2026-06-18
J1367,UI/UX Designer,Mid-size,Chennai,Full-time,Naukri,7.4,5,Wireframing;User Research;Prototyping;Adobe XD;Figma,2026-02-26
J1368,Backend Developer,Mid-size,Chennai,Full-time,Wellfound,5.8,0,PostgreSQL;Node.js,2026-06-15
J1369,Frontend Developer,Enterprise,Mumbai,Internship,LinkedIn,3.2,2,HTML;Tailwind,2026-08-06
J1370,Data Analyst,Mid-size,Hyderabad,Contract,Wellfound,7.3,1,Tableau;Power BI;SQL,2026-06-17
J1371,Data Analyst,Enterprise,Bengaluru,Part-time,Indeed,6.4,1,Tableau;Python,2026-04-04
J1372,Backend Developer,Enterprise,Delhi NCR,Part-time,LinkedIn,9.3,1,Node.js;SQL;PostgreSQL,2026-05-25
J1373,Backend Developer,Enterprise,Remote,Full-time,Wellfound,7.2,0,Node.js;PostgreSQL;SQL,2026-01-11
J1374,Frontend Developer,Enterprise,Bengaluru,Full-time,LinkedIn,6.9,3,HTML;Redux;React;TypeScript,2026-06-30
J1375,Data Analyst,Enterprise,Hyderabad,Internship,LinkedIn,7.0,0,Power BI;Python;Tableau,2026-08-21
J1376,Backend Developer,Enterprise,Mumbai,Full-time,LinkedIn,6.5,0,PostgreSQL;Python,2026-02-28
J1377,Data Analyst,Enterprise,Bengaluru,Full-time,Wellfound,6.0,4,SQL;Python;Pandas;Tableau,2026-07-27
J1378,Data Scientist,Startup,Mumbai,Full-time,Wellfound,5.4,2,Machine Learning;TensorFlow;Pandas,2026-06-01
J1379,Data Scientist,Enterprise,Delhi NCR,Contract,Indeed,6.7,5,Pandas;Machine Learning,2026-05-25
J1380,Backend Developer,Enterprise,Bengaluru,Full-time,Naukri,8.4,2,Python;PostgreSQL;SQL;Docker;AWS,2026-08-01
J1381,Data Scientist,Mid-size,Hyderabad,Full-time,LinkedIn,11.9,4,Machine Learning;TensorFlow;Python,2026-01-18
J1382,Backend Developer,Enterprise,Pune,Full-time,Wellfound,4.9,0,REST APIs;PostgreSQL,2026-05-02
J1383,DevOps Engineer,Mid-size,Chennai,Internship,Wellfound,11.6,5,CI/CD;AWS;Docker;Kubernetes;Terraform,2026-04-21
J1384,Full Stack Developer,Startup,Bengaluru,Contract,Wellfound,6.3,0,AWS;MongoDB;React,2026-05-03
J1385,Data Scientist,Enterprise,Bengaluru,Internship,Wellfound,5.9,4,Statistics;TensorFlow;SQL;Machine Learning;Pandas,2026-01-02
J1386,Data Scientist,Enterprise,Hyderabad,Full-time,Wellfound,9.5,1,SQL;TensorFlow;Pandas;Machine Learning,2026-04-04
J1387,Full Stack Developer,Enterprise,Hyderabad,Full-time,Indeed,5.8,1,TypeScript;Node.js;React;MongoDB,2026-05-28
J1388,Data Scientist,Enterprise,Mumbai,Internship,LinkedIn,8.1,0,Python;Machine Learning;Pandas;SQL,2026-04-13
J1389,Data Analyst,Mid-size,Bengaluru,Full-time,LinkedIn,4.9,4,Power BI;Pandas,2026-01-23
J1390,Full Stack Developer,Startup,Mumbai,Full-time,LinkedIn,9.6,2,Node.js;React,2026-07-02
J1391,UI/UX Designer,Enterprise,Bengaluru,Full-time,LinkedIn,3.0,1,Figma;User Research;Prototyping,2026-06-03
J1392,Full Stack Developer,Mid-size,Mumbai,Full-time,Naukri,5.5,0,AWS;SQL;MongoDB;Node.js;TypeScript,2026-06-21
J1393,Backend Developer,Mid-size,Remote,Full-time,LinkedIn,6.8,0,AWS;Node.js;REST APIs,2026-06-05
J1394,Full Stack Developer,Enterprise,Remote,Contract,Naukri,9.0,5,TypeScript;AWS,2026-03-29
J1395,Data Analyst,Mid-size,Remote,Full-time,Wellfound,5.9,0,Tableau;SQL;Excel,2026-07-17
J1396,Frontend Developer,Enterprise,Delhi NCR,Internship,Wellfound,5.1,0,Redux;TypeScript;JavaScript,2026-04-08
J1397,Full Stack Developer,Enterprise,Delhi NCR,Full-time,Wellfound,6.2,3,SQL;Node.js;MongoDB;React;TypeScript,2026-01-24
J1398,Data Analyst,Startup,Delhi NCR,Contract,LinkedIn,4.0,1,Power BI;Excel;Python,2026-07-08
J1399,UI/UX Designer,Startup,Mumbai,Full-time,Wellfound,6.8,0,Wireframing;User Research,2026-01-28
J1400,Data Scientist,Enterprise,Chennai,Full-time,Indeed,12.3,2,Pandas;Machine Learning;TensorFlow;Python;Statistics,2026-03-22
J1401,Data Analyst,Enterprise,Hyderabad,Contract,Naukri,5.3,0,Pandas;Power BI,2026-08-29
J1402,Data Analyst,Startup,Mumbai,Full-time,LinkedIn,4.8,2,Python;Power BI,2026-03-22
J1403,Full Stack Developer,Mid-size,Remote,Full-time,LinkedIn,8.0,4,MongoDB;SQL;AWS;Node.js,2026-03-02
J1404,Full Stack Developer,Enterprise,Bengaluru,Full-time,LinkedIn,5.7,2,Node.js;AWS;TypeScript,2026-04-26
J1405,UI/UX Designer,Startup,Chennai,Internship,Wellfound,3.0,4,Wireframing;Prototyping;User Research,2026-04-08
J1406,Data Scientist,Mid-size,Hyderabad,Full-time,Wellfound,8.2,1,Python;Machine Learning;SQL;TensorFlow,2026-05-17
J1407,UI/UX Designer,Mid-size,Delhi NCR,Full-time,LinkedIn,5.8,2,User Research;Figma,2026-06-11
J1408,Data Analyst,Enterprise,Remote,Full-time,Wellfound,6.2,1,Excel;Pandas;Power BI;Tableau,2026-02-01
J1409,Data Scientist,Startup,Hyderabad,Full-time,Wellfound,6.2,1,Statistics;SQL;Pandas;TensorFlow;Machine Learning,2026-05-05
J1410,UI/UX Designer,Startup,Bengaluru,Full-time,LinkedIn,4.5,2,Adobe XD;Wireframing,2026-08-21
J1411,Full Stack Developer,Mid-size,Delhi NCR,Full-time,Wellfound,6.2,0,Node.js;MongoDB;SQL;TypeScript;React,2026-08-16
J1412,Backend Developer,Startup,Bengaluru,Part-time,Wellfound,4.4,4,AWS;Node.js;PostgreSQL;SQL;Docker,2026-02-12
J1413,Backend Developer,Mid-size,Bengaluru,Internship,Wellfound,4.9,1,Node.js;REST APIs;SQL;AWS;Python,2026-01-22
J1414,Data Analyst,Enterprise,Hyderabad,Part-time,Naukri,3.9,5,Pandas;Power BI;Tableau;Excel,2026-08-11
J1415,DevOps Engineer,Mid-size,Pune,Full-time,LinkedIn,7.2,4,AWS;Kubernetes;Terraform;Docker,2026-06-13
J1416,Frontend Developer,Mid-size,Bengaluru,Full-time,Naukri,6.0,5,TypeScript;React;CSS,2026-05-14
J1417,UI/UX Designer,Startup,Pune,Full-time,Indeed,5.2,1,Prototyping;Wireframing;Adobe XD,2026-03-16
J1418,Backend Developer,Mid-size,Mumbai,Full-time,Naukri,8.3,2,SQL;PostgreSQL,2026-03-09
J1419,DevOps Engineer,Mid-size,Bengaluru,Full-time,LinkedIn,5.8,5,Linux;CI/CD;AWS;Terraform,2026-05-17
J1420,Data Scientist,Mid-size,Bengaluru,Full-time,Wellfound,6.5,0,SQL;Statistics;Machine Learning,2026-05-06
J1421,DevOps Engineer,Startup,Bengaluru,Full-time,LinkedIn,7.9,5,AWS;CI/CD,2026-04-23
J1422,DevOps Engineer,Mid-size,Bengaluru,Internship,LinkedIn,6.9,4,Docker;Linux,2026-07-22
J1423,Data Analyst,Mid-size,Chennai,Contract,LinkedIn,6.8,1,Tableau;Pandas;Python,2026-02-16
J1424,DevOps Engineer,Mid-size,Delhi NCR,Full-time,Naukri,6.5,4,Terraform;AWS;Linux,2026-01-09
J1425,Backend Developer,Enterprise,Remote,Full-time,LinkedIn,8.5,1,SQL;Node.js,2026-06-11
J1426,UI/UX Designer,Startup,Bengaluru,Full-time,LinkedIn,7.0,0,Wireframing;Prototyping;Figma,2026-06-20
J1427,Frontend Developer,Enterprise,Mumbai,Full-time,LinkedIn,3.9,0,Redux;HTML;TypeScript;React;CSS,2026-05-29
J1428,Full Stack Developer,Enterprise,Pune,Full-time,Wellfound,7.2,3,TypeScript;Node.js;React,2026-06-15
J1429,DevOps Engineer,Enterprise,Bengaluru,Contract,Wellfound,8.1,2,Linux;CI/CD;Kubernetes;AWS,2026-04-07
J1430,Backend Developer,Mid-size,Delhi NCR,Full-time,Naukri,10.4,1,Node.js;AWS;Python;Docker,2026-05-20
J1431,Full Stack Developer,Enterprise,Hyderabad,Full-time,Wellfound,7.7,1,React;AWS;SQL;TypeScript,2026-07-29
J1432,Backend Developer,Enterprise,Remote,Internship,LinkedIn,8.8,1,AWS;SQL,2026-03-24
J1433,Full Stack Developer,Startup,Bengaluru,Full-time,LinkedIn,11.6,1,React;Node.js;MongoDB;AWS,2026-04-15
J1434,Backend Developer,Enterprise,Mumbai,Full-time,Wellfound,8.4,2,Node.js;SQL,2026-01-26
J1435,Backend Developer,Startup,Remote,Full-time,Wellfound,10.2,0,Docker;PostgreSQL,2026-06-05
